id,name,name__cy,name__en,name__nl,name__de,name__fr,name__sl,name__ast,name__ca,name__es,name__it,name__da,name__fi,name__sv,name__hu,name__pt,name__pl,name__cs,name__nb,name__pt_br,wikipedia__commons,wikipedia__cy,wikipedia__en,birth_date,gender,given_name,occupation,family_name,identifier__welsh_assembly,identifier__freebase,image,identifier__democracyclub,twitter,original_wikiname,name__ar,name__ru,name__sq,wikipedia__ar,website,identifier__VIAF,identifier__google_knowledge,name__eu,name__ja,name__br,name__arz,wikipedia__arz,wikipedia__br,wikipedia__ca,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fr,wikipedia__it,identifier__LCAuth,identifier__hansard,identifier__FAST,identifier__national_archives,identifier__rush,identifier__ISNI,identifier__ukparliamentid,identifier__goodreads,identifier__ne_se,identifier__TWFY,name__sco,name__zh,name__vi,name__gd,name__id,name__ga,name__gl,name__pcd,name__eo,name__oc,name__la,name__kw,name__bn,name__be_tarask,name__ko,wikipedia__enwikiquote,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__kw,wikipedia__la,wikipedia__ruwikinews,wikipedia__sco,wikipedia__simple,wikipedia__vi,facebook,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ru,name__tr,name__scn,name__ie,name__el,name__uk,name__sk,name__fo,name__kl,name__en_gb,name__nn,name__zh_hk,name__lt,wikipedia__cs,wikipedia__el,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lt,wikipedia__pl,wikipedia__scn,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,identifier__NTA,identifier__BBC_things,name__fa,wikipedia__fa,email,name__dag,wikipedia__pt,death_date,name__en_ca,name__af,name__an,name__bar,name__co,name__de_at,name__de_ch,name__et,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pms,name__rm,name__ro,name__sc,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,wikipedia__sv,identifier__journalisted,identifier__current_hansard,identifier__publicwhip,identifier__bbc_democracy_live,identifier__ORCID,identifier__GND,name__ext,wikipedia__mg,wikipedia__oc,identifier__NPG,identifier__NNDB,name__he,wikipedia__cywikiquote,identifier__snac,identifier__Oxforddnb,name__lv,name__bs,name__sr,wikipedia__id,wikipedia__sl,identifier__BIBSYS,identifier__NUKAT,weblog,identifier__PACE,identifier__CSPAN,instagram,honorific_prefix,name__ig,wikipedia__igwikiquote,identifier__quora,wikipedia__ro,identifier__EuroparlMEP,name__vmf,name__az,name__te,wikipedia__az,wikipedia__nds,wikipedia__ms,wikipedia__nl,identifier__wikitree,name__zh_sg,name__zh_tw,name__wuu,name__yue,wikipedia__da,wikipedia__ja,wikipedia__wuu,wikipedia__zh_yue,identifier__WelshBiography,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,identifier__snapchat
Q24405244,Gareth Bennett,Gareth Bennett,Gareth Bennett,Gareth Bennett,,Gareth Bennett,,Gareth Bennett,,Gareth Bennett,,,,,,,,,,,,,Gareth Bennett (politician),1968-12-01,male,Gareth,politician,Bennett,5040,,https://upload.wikimedia.org/wikipedia/commons/d/da/Gareth_Bennett_AM.png,7761,GarethBennettAM,,غاريث بينيت,Гарет Беннетт,Gareth Bennett,غاريث بينيت,https://bennettukip.co.uk/,6602156223628705400008,/g/11cn6c475_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24405255,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,Steffan Lewis,,Steffan Lewis,Steffan Lewis,1984-05-30,male,Steffan,politician,Lewis,289,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Steffan_Lewis_AM_(27555190473).jpg,2375,SteffanLewis,,,,,,,,/g/11c6zws99d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steffan Lewis,,,,,,,Steffan Lewis,,,,,,,,,,,,,,,,,,,,,Steffan Lewis (siyasetçi),,,,,,,,,,,2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24706040,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,Jeremy Miles,,Jeremy Miles,Jeremy Miles,1971-08,male,Jeremy,politician,Miles,5021,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Jeremy_Miles_AM_(28170809995).jpg,9273,Jeremy_Miles,,,Джереми Майлз,,,,,/g/11c1qclsv4,,,,,,,,,,,,,,,,,,,,,,,,傑里米·邁爾士,Jeremy Miles,,,,,,,,,,,,,,,,,,,,,,Jeremy Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'רמי מיילס,,,,,,,,,,,,,,,,,,Jeremy-Miles-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q268030,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Alun Cairns,Category:Alun Cairns,Alun Cairns,Alun Cairns,1970-07-30,male,Alun,politician,Cairns,4401,/m/02q134j,https://upload.wikimedia.org/wikipedia/commons/c/c3/Official_portrait_of_Rt_Hon_Alun_Cairns_MP_crop_2.jpg,1923,AlunCairns,,ألون كيرنز,"Кэрнс, Алан",Alun Cairns,ألون كيرنز,http://www.aluncairns.com/,315944357,,,アルン・ケアンズ,,الون كايرنس,الون كايرنس,,,Alun Cairns,Alun Cairns,,Alun Cairns,,no2015050847,,,,9667,,zHsMDBBt,,,24740,Alun Cairns,阿龍·凱恩斯,,,Alun Cairns,,,,,,,,,,,,,,,,,,Alun Cairns,,,aluncairns,,,,"Кэрнс, Алан",,,,,Алан Кернс,,,,Alun Cairns,,祈啟思,Alun Cairns,,,,,,,Alun Cairns,Alun Cairns,,,Алан Кернс,阿龍·凱恩斯,,,,,,,,,,Alun Cairns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422,Alun_Cairns,33463,,,,,,,,,,,,,,,Alun Cairns,,,,,,,aluncairns,The Right Honourable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q296797,David Davies,David Davies,David Davies,David Davies,David Davies,David Davies,David Davies,David Davies,David Davies,David Davies,David Davies,David T. C. Davies,David T. C. Davies,David Davies,David Davies,David Davies,David T. C. Davies,David T. C. Davies,David T. C. Davies,David T. C. Davies,Category:David Davies (Welsh politician),David TC Davies,David TC Davies,1970-06-26,male,David,politician,Davies,1115,/m/0310ky,https://upload.wikimedia.org/wikipedia/commons/9/96/Official_portrait_of_David_T._C._Davies_crop_2.jpg,3827,DavidTCDavies,,دايفيد ديفيز,Дэвид Дейвис,,ديفيد ديفيز (سياسي),http://www.david-daviesmp.co.uk,6400156133236558430003,,,デビッド・デービス,,,,,,,,,David T. C. Davies,David TC Davies,,mr-david-davies-5,,,9533,,oHe9GoOF,,,11719,,大衛·戴維斯,,,,,,,,,David T. C. Davies,,ডেভিড ডেভিস,,데이비드 데이비스,,,,,,David T. C. Davies,,,David TC Davies,,davidtcdavies,,,,"Дэвис, Дэвид Томас Чарльз",,,,,,,,,David Davies,,,,,,,,,,,David Davies (ur. 1970),,,,大衛·T·C·戴維斯,,,,دیوید دیویس,,,,,,David Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867,David_Davies,33522,,,,,,,,,,,,,,,,,,,,6870,95812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q296920,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Glyn Davies,Category:Glyn Davies (Welsh politician),Glyn Davies,Glyn Davies (politician),1944-02-16,male,Glyn,politician,Davies,4501,/m/02q12qf,https://upload.wikimedia.org/wikipedia/commons/5/55/Glyn_Davies_(Welsh_Politician)_profile_photo.jpg,2754,GlynDaviesMP,,جلين ديفيز,,Glyn Davies,جلين ديفيز (سياسي),http://www.glyn-davies.co.uk/,,,,,,جلين ديفيز,جلين ديفيز,,,,,,Glyn Davies (homme politique),,,,,,9676,,Q8bS9QOW,,,24739,,格林·戴維斯,,,,,,,,,,,,,,,,,,,,,,,,glyndaviesmont,,,,,,,,,,,,,Glyn Davies,,,,,,,,,,,,,,,格林·戴維斯,,,,,,,,,,Glyn Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glyn-davies,13,Glyn_Davies,33513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333141,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Category:Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,1939-09-29,male,Rhodri,politician,Morgan,4427,/m/01dr9m,https://upload.wikimedia.org/wikipedia/commons/c/cc/Cropped_image_of_Rhodri_Morgan_at_The_Celebration_of_the_Mace_5840623762_b47ba98d73_o.jpg,,Rhodri_Morgan,,,"Морган, Родри",Rhodri Morgan,,,50957866,,Rhodri Morgan,ロドリー・モーガン,Rhodri Morgan,رهودرى مورجان,رهودرى مورجان,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,n96083296,mr-rhodri-morgan,379789,,516,,Z3mFtgim,1026840,,,Rhodri Morgan,洛蒂·摩根,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,,,,,로드리 모건,Rhodri Morgan,Rhodri Morgan,,,,,,Rhodri Morgan,Rhodri Morgan,,,洛蒂·摩根,洛蒂·摩根,洛蒂·摩根,"Морган, Родри",Rhodri Morgan,Rhodri Morgan,,,Родрі Морган,Rhodri Morgan,,,Rhodri Morgan,Rhodri Morgan,洛蒂·摩根,,Rhodri Morgan,,,Rhodri Morgan,,로드리 모건,,,Rhodri Morgan,Rhodri Morgan,Родрі Морган,洛蒂·摩根,biography/Rhodri-Morgan,,,رودری مورگان,رودری مورگان,,,Rhodri Morgan,2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Morgan,,,,,,1142191451,,,,mp94068,,,Rhodri Morgan,,90000380313,,,,Rhodri Morgan,,,,,,,,,,,,,,,,,,,,,Morgan-32617,洛蒂·摩根,洛蒂·摩根,洛蒂·摩根,洛蒂摩根,Rhodri Morgan,ロドリー・モーガン,洛蒂·摩根,洛蒂摩根,s12-MORG-RHO-1939,,,,,,,,
Q333600,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,"Dafydd Wigley, Baron Wigley",Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Category:Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,1943-04-01,male,Dafydd,politician,Wigley,4421,/m/02l9rw,https://upload.wikimedia.org/wikipedia/commons/8/89/Dafydd_Wigley.jpg,,dafydd_wigley,,,,,,,23865266,,Dafydd Wigley,ダヴィズ・ウィグリー,Dafydd Wigley,دافيد ويجلى,دافيد ويجلى,Dafydd Wigley,Dafydd Wigley,"Dafydd Wigley, Baron Wigley",Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,Dafydd Wigley,n96061064,mr-dafydd-wigley,376401,F60142,704,0000 0000 3524 0718,udn2HMye,1351048,dafydd-wigley,10635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3337819,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,Neil Hamilton,,Category:Neil Hamilton,,Neil Hamilton (politician),1949-03-09,male,Neil,politician,Hamilton,5048,/m/014vtj,"https://upload.wikimedia.org/wikipedia/commons/c/c4/Neil_Hamilton_(politician),_March_2008.jpg",7758,NeilUKIP,,نيل هاميلتون,Нил Хэмилтон,Neil Hamilton,نيل هاميلتون,,266718450,,,ニール・ハミルトン,,نيل هاميلتون,نيل هاميلتون,,,,,,Neil Hamilton (homme politique),,n89632114,mr-neil-hamilton,251630,,2974,0000 0003 8284 0718,4ERy4j8i,,,,,韓爾頓,,,,,,,Neil Hamilton,,,,,,,Neil Hamilton (politician),,,,,,,,,,,尼爾·漢密爾頓,尼尔·汉密尔顿,尼尔·汉密尔顿,,Neil Hamilton,,,Νιλ Χάμιλτον,,Neil Hamilton,,,Neil Hamilton,,,,,,,,,,,,,,,,,,,نیل همیلتون,,,,,,Neil Hamilton,,,,,,,,,,,,,,,,,,,,,,,Neil Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w6pm4szt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333841,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,"Dafydd Elis-Thomas, Baron Elis-Thomas",Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Category:Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,1946-10-18,male,Dafydd,politician,Elis-Thomas,146,/m/033f63,https://upload.wikimedia.org/wikipedia/commons/e/ee/Official_portrait_of_Lord_Elis-Thomas_crop_2.jpg,9362,ElisThomasD,,,,Dafydd Elis-Thomas,,,66212742,,Dafydd Elis-Thomas,ダフィズ・エリス＝トマス,Dafydd Elis-Thomas,دافيد اليس توماس,دافيد اليس توماس,Dafydd Elis-Thomas,,"Dafydd Elis-Thomas, Baron Elis-Thomas",,,Dafydd Elis-Thomas,Dafydd Elis-Thomas,no2005099844,mr-dafydd-elis-thomas,,F34710,8448,0000 0000 4463 3548,2vhLsJfq,3283021,,,Dafydd Elis-Thomas,,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,Dafydd Elis-Thomas,,,,,,,Dafydd Elis-Thomas,,,,,,,,,dafydd.elisthomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333869,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Ron Davies,Category:Ron Davies (Welsh politician),Ron Davies,Ron Davies (Welsh politician),1946-08-06,male,Ron,politician,Davies,238,/m/01_b7v,https://upload.wikimedia.org/wikipedia/commons/c/c5/Rondavies1998.jpg,,,,رون ديفيز,Рон Дэвис,Ron Davies,رون ديفيز (سياسي ويلزي),,,,,ロン・デイヴィス,,رون ديفيز,رون ديفيز,,,Ron Davies (Politiker),,,Ron Davies (homme politique),Ron Davies (politico),,mr-ron-davies,,,240,,QIGFyWWM,327997,,,,戴華士,,,,,,,,,,,,,론 데이비스,,,,,,,,,,,,,,,,,,,,,,,,Ron Davies,,戴華士,,,,,,,,,Ron Davies,,,,,,,,ران دیویس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990/000164498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q336521,"Eluned Morgan, Baroness Morgan of Ely",Eluned Morgan,"Eluned Morgan, Baroness Morgan of Ely","Eluned Morgan, Baroness Morgan of Ely",Eluned Morgan,Eluned Morgan,Eluned Morgan,,Eluned Morgan,"Eluned Morgan, Baroness Morgan of Ely","Eluned Morgan, Baroness Morgan of Ely","Eluned Morgan, Baroness Morgan of Ely","Eluned Morgan, Baroness Morgan of Ely","Eluned Morgan, Baroness Morgan of Ely","Eluned Morgan, Baroness Morgan of Ely",Eluned Morgan,Eluned Morgan,"Eluned Morgan, Baroness Morgan of Ely",Eluned Morgan,"Eluned Morgan, Baroness Morgan of Ely",Category:Eluned Morgan,Eluned Morgan (gwleidydd),"Eluned Morgan, Baroness Morgan of Ely",1967-02-16,female,Eluned,politician,Morgan,4970,/m/035th3,https://upload.wikimedia.org/wikipedia/commons/5/5e/Eluned_Morgan_AM_(28136582086).jpg,16831,Eluned_Morgan,,,,,,http://www.elunedmorgan.co.uk/,316390846,,,,,,,,,Eluned Morgan,,,Eluned Morgan (baronne Morgan d'Ely),"Eluned Morgan, baronessa Morgan di Ely",no2015061545,,,,,,5JmYbPLi,,,,,,,,,,Eluned Morgan,,,,,,,,,,,,Eluned Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eluned Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eluned Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eluned Morgan,2171,,,,,,,,,,,,,,,,,,,,,,,,,
Q336526,"Mike German, Baron German",Mike German,"Mike German, Baron German","Mike German, Baron German","Michael German, Baron German",Mike German,Mike German,,Mike German,"Mike German, Baron German",Mike German,Mike German,Mike German,"Mike German, Baron German",Mike German,Mike German,Mike German,Mike German,Mike German,Mike German,,Mike German,"Mike German, Baron German",1945-05-08,male,Mike,politician,German,4405,/m/073gqm,https://upload.wikimedia.org/wikipedia/commons/0/0f/Official_portrait_of_Lord_German_crop_2.jpg,,,,,,"Mike German, Baron German",,,1594148814291345330009,,,マイク・ジャーマン,,,,,,"Michael German, Baron German",,,Mike German,"Mike German, barone German",nb2017003984,,,,,,qlSk0p8s,,,24984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike German,,,,,,Mike German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike German,,,,Mike German,,,,,,,,,,,,,,,,,Mike German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3396810,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Category:Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,1949-05-22,male,Ieuan,politician,Jones,103,/m/026xrd,https://upload.wikimedia.org/wikipedia/commons/8/8a/Ieuan_Wyn_Jones_2011.jpg,34207,Rhosmeirch,,,,Ieuan Wyn Jones,,,38651680,,Ieuan Wyn Jones,イェイアン・ウィン・ジョーンズ,Ieuan Wyn Jones,ايوان وين چونيس,ايوان وين چونيس,Ieuan Wyn Jones,,Ieuan Wyn Jones,,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,n97007236,mr-ieuan-wyn-jones,,F55794,395,,piQcL1Zr,1287413,ieuan-wyn-jones,,Ieuan Wyn Jones,愛恩·維恩·瓊斯,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,Ieuan Wyn Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Ieuan-Wyn-Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ieuan Wyn Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3404581,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,Category:Mohammad Asghar,Mohammad Asghar,Mohammad Asghar,1945-09-30,male,Mohammad,politician,Asghar,130,/m/02qzl4k,https://upload.wikimedia.org/wikipedia/commons/3/31/Mohammad_Asghar.jpg,8441,MohammadAsghar,,محمد أصغر,,,محمد أصغر,http://www.mohammadasghar.org.uk,,,,,Mohammad Asghar,,,Mohammad Asghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Asghar,,,,,,,,,,,,,,,,,,,Mohammad Asghar,,,,,,,,,,,,,,,,,,,,2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3405033,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Category:Adam Price (politician),Adam Price,Adam Price,1968-09-23,male,Adam,politician,Price,5030,/m/025y9h,https://upload.wikimedia.org/wikipedia/commons/1/13/Adam_Price_2016_(cropped).jpg,8081,Adamprice,,آدم برايس,Адам Прайс,Adam Price,آدم برايس (سياسي),,53866748,,Adam Price,アダム・プライス,Adam Price,آدم برايس,آدم برايس,,,Adam Price (Politiker),,Adam Price,Adam Price (homme politique),Adam Price,no2004089195,mr-adam-price,,,5503,0000 0004 3077 2191,ScBow7Ps,,,,Adam Price,亞當·派思,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,অ্যাডাম প্রাইস,Адам Прайс,애덤 프라이스,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Adam Price,Категория:Адам Прайс,Adam Price,Adam Price,Adam Price,AdamPricePlaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3405113,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Category:Cynog Dafis,Cynog Dafis,Cynog Dafis,1938-04-01,male,Cynog,politician,Dafis,4559,/m/025q6n,"https://upload.wikimedia.org/wikipedia/commons/9/94/Cynog_Dafis_yn_annerch_y_dorf_Climate_Strike,_Aberystwyth_(cropped).jpg",,,,,,Cynog Dafis,,,29276267,,Cynog Dafis,,Cynog Dafis,سينوج دافيس,سينوج دافيس,,Cynog Dafis,,,,,,no2006001317,mr-cynog-dafis,1631440,,80,0000 0000 4867 5737,MdNjXuKr,6998588,,,Cynog Dafis,,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,Cynog Dafis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3405148,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Simon Thomas,Category:Simon Thomas (politician),Simon Thomas (gwleidydd),Simon Thomas (politician),1963-12-28,male,Simon,politician,Thomas,383,/m/025ywm,https://upload.wikimedia.org/wikipedia/commons/2/2d/Simon_Thomas_(politician).jpg,8084,SimonThomasAC,,سيمون توماس,Саймон Томас,Simon Thomas,سيمون توماس (سياسي),,,,,,,سيمون توماس,سيمون توماس,,Simon Thomas,,,,,,,mr-simon-thomas,,F246789,68,,eFPKL3qI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
