id,name,name__en,name__gd,name__ja,name__nl,name__bn,name__es,name__ast,name__sco,name__sl,wikipedia__en,wikipedia__gd,wikipedia__sco,occupation,gender,given_name,image,twitter,family_name,identifier__democracyclub,original_wikiname,name__de,name__fr,name__nb,name__da,name__nn,name__sv,name__hu,name__ru,name__ca,wikipedia__commons,wikipedia__de,birth_date,name__it,identifier__hansard,identifier__freebase,identifier__rush,name__ar,wikipedia__ar,name__tr,name__zh,wikipedia__tr,name__az,wikipedia__az,wikipedia__ca,name__ga,wikipedia__ga,identifier__snac,name__cy,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__es,identifier__VIAF,identifier__LCAuth,death_date,identifier__FAST,identifier__ISNI,identifier__Oxforddnb,identifier__national_archives,name__fa,name__nds,name__en_ca,name__en_gb,wikipedia__fr,website,wikipedia__hu,name__af,name__an,name__bar,name__br,name__co,name__cs,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__parliamentDOTuk,identifier__ukparliamentid,name__he,name__la,name__mk,name__el,name__uk,name__yue,name__fy,name__ko,name__ka,name__zh_hk,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,name__eml,name__or,name__hy,name__te,wikipedia__af,wikipedia__bar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eml,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__nlwikinews,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__te,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__GND,identifier__guardian_topic,identifier__ne_se,identifier__BBC_things,identifier__quora,identifier__Britannica,identifier__GTAA,name__bm,name__frc,name__jam,name__kab,name__lt,name__lv,name__pap,name__prg,name__rgn,name__vmf,name__azb,wikipedia__azb,facebook,wikipedia__mg,identifier__publicwhip,identifier__TWFY,identifier__NPG,name__fo,name__kl,name__kn,identifier__EuroparlMEP,identifier__wikitree,identifier__google_knowledge,identifier__bbc_democracy_live,honorific_prefix,identifier__NTA,noble_title,name__sh,name__bg,name__be,name__be_tarask,name__ext,wikipedia__an,wikipedia__be_x_old,wikipedia__be,wikipedia__bewikiquote,wikipedia__bg,wikipedia__cawikiquote,wikipedia__eowikinews,wikipedia__sh,wikipedia__vi,identifier__PACE,name__sr_ec,name__sr,wikipedia__sr,wikipedia__hy,name__ty,identifier__NNDB,identifier__BIBSYS,identifier__NUKAT,name__qu,wikipedia__ast,wikipedia__io,wikipedia__qu,wikipedia__ms,identifier__current_hansard,identifier__journalisted,name__sq,name__ta,wikipedia__ta,name__ang,name__nys,wikipedia__bat_smg,wikipedia__itwikiquote,name__sgs,wikipedia__ia,name__arz,wikipedia__arz,wikipedia__kw,name__kw,identifier__NLP,wikipedia__th,name__th,instagram,identifier__youtube,name__no,wikipedia__wuu,name__wuu,wikipedia__fo
Q444675,Shona Robison,Shona Robison,Seòna Robasdan,,Shona Robison,,Shona Robison,,Shona Robison,Shona Robison,Shona Robison,Seòna Robasdan,Shona Robison,politician,female,Shona,,ShonaRobison,Robison,9248,Shona Robison,Shona Robison,Shona Robinson,Shona Robison,Shona Robison,,Shona Robison,Shona Robison,,Shona Robinson,Category:Shona Robison,Shona Robison,1966-05-26,Shona Robison,,/m/03t1bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shona Robison,http://www.gov.scot/About/People/Ministers/Cabinet-Secretary-for-Health-and-Wellbeing,,,,,,,Shona Robison,,,,,,Shona Robison,,,,,,,,,,,,,,,,,,,,,,,Shona Robison,,Shona Robison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466861,Sandra White,Sandra White,Sandra White,,Sandra White,,Sandra White,Sandra White,Sandra White,Sandra White,Sandra White,Sandra White,Sandra White,politician,female,Sandra,https://upload.wikimedia.org/wikipedia/commons/0/0e/SandraWhiteMSP20110510.JPG,SandraWhiteSNP,White,8340,Sandra White,Sandra White,Sandra White,Sandra White,Sandra White,,Sandra White,Sandra White,Сандра Уайт,Sandra White,Category:Sandra White,Sandra White (Politikerin),1951-08-17,Sandra White,,/m/02s12w,,ساندرا وايت,,,,,Sandra Vayt,Sandra Vayt,,Sandra White,Sandra White,,,,,,,,,,,,,,,,,,,http://www.sandrawhitesnp.org/,,,,,,,Sandra White,,,,,,Sandra White,,,,,,,,,,,,,,,,,,,,,,,Sandra White,,Sandra White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467097,Linda Fabiani,Linda Fabiani,Linda Fabiani,,Linda Fabiani,,Linda Fabiani,Linda Fabiani,Linda Fabiani,Linda Fabiani,Linda Fabiani,Linda Fabiani,Linda Fabiani,politician,female,Linda,https://upload.wikimedia.org/wikipedia/commons/5/51/Linda_Fabiani.jpg,LindaFabianiSNP,Fabiani,9245,Linda Fabiani,Linda Fabiani,Linda Fabiani,Linda Fabiani,Linda Fabiani,,Linda Fabiani,Linda Fabiani,,Linda Fabiani,Category:Linda Fabiani,Linda Fabiani,1956-12-14,Linda Fabiani,,/m/02p8lv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linda Fabiani,,,,,,Linda Fabiani,,,,,,,,,,,,,,,,,,,,,,,Linda Fabiani,,Linda Fabiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linda Fabiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467108,Christine Grahame,Christine Grahame,Cairistìona Ghreumach,クリスティン・グレアム,Christine Grahame,,Christine Grahame,Christine Grahame,Christine Grahame,Christine Grahame,Christine Grahame,Cairistìona Ghreumach,Christine Grahame,politician,female,Christine,https://upload.wikimedia.org/wikipedia/commons/c/c8/ChristineGrahameMSP20110510.JPG,,Grahame,8107,Christine Grahame,Christine Grahame,Christine Grahame,Christine Grahame,Christine Grahame,,Christine Grahame,Christine Grahame,,Christine Grahame,Category:Christine Grahame,Christine Grahame,1944-09-09,Christine Grahame,,/m/02p8pq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.christinegrahame.com/,,,,,,,Christine Grahame,,,,,,Christine Grahame,,,,,,,,,,,,,,,,,,,,,,,Christine Grahame,,Christine Grahame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467112,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,ニコラ・スタージョン,Nicola Sturgeon,,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,politician,female,Nicola,https://upload.wikimedia.org/wikipedia/commons/7/78/Nicola_Sturgeon_SNP_Conference_(cropped).jpg,NicolaSturgeon,Sturgeon,8372,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Никола Стерджен,Nicola Sturgeon,,Nicola Sturgeon,1970-07-19,Nicola Sturgeon,,/m/02s136,,نيكولا ستارجن,نيكولا ستارجن,Nicola Sturgeon,尼古拉·斯特金,Nicola Sturgeon,Nikola Stercen,Nikola Stercen,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,,Nicola Sturgeon,尼古拉·斯特金,妮古拉·斯特金,妮古拉·斯特金,Nicola Sturgeon,19185030,nb2001061168,,469369,0000 0000 5077 6860,,,نیکلا استرجن,,,,Nicola Sturgeon,https://firstminister.gov.scot/,Nicola Sturgeon,Nicola Sturgeon,,Nicola Sturgeon,Nicola Sturgeon,,Nicola Sturgeonová,,,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,,,Nicola Sturgeon,,,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,,Nicola Sturgeon,,,,,,,,,,,Nicola Sturgeon,,Nicola Sturgeon,,Nicola Sturgeon,,,Nicola Sturgeon,,,,,,,,,,,,,,,ניקולה סטרג'ון,Nicola Sturgeon,Никола Стерџен,Νίκολα Στέρτζιον,Нікола Стерджен,施雅晴,Nicola Sturgeon,니컬라 스터전,ნიკოლა სტარჯონი,施雅晴,尼古拉·斯特金,妮古拉·斯特金,妮古拉·斯特金,尼古拉·斯特金,Nicola Sturgeon,ନିକୋଲା ଷ୍ଟର୍ଜିଅନ୍,Նիկոլա Ստանջեն,నికోలా స్టర్గియాన్,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeonová,Nicola Sturgeon,Nicola Sturgeon,Νίκολα Στέρτζιον,Nicola Sturgeon,Category:Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,نیکولا استورجن,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,ניקולה סטרג'ון,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,ニコラ・スタージョン,ნიკოლა სტარჯონი,니컬라 스터전,Nicola Sturgeon,Nicola Sturgeon,Categorie:Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,Nicola Sturgeon,"Стерджен, Никола",Категория:Никола Стерджен,Nicola Sturgeon,Nicola Sturgeon,నికోలా స్టర్గియాన్,Нікола Стерджен,施雅晴,妮古拉·斯特金,1070596949,politics/nicola-sturgeon,nicola-sturgeon,8e6535d3-574d-4056-b578-555132b7ed69,Nicola-Sturgeon,biography/Nicola-Sturgeon,255702,,,,,,Nikola Stērdžena,,,,,,,NicolaSturgeonSNP,,,,,Nicola Sturgeon,,,,,,,,,,,Никола Стърджън,,,,,,,,Никола Стърджън,,,,,,,,,Նիկոլա Սթերջեն,,,,,,,,,,,,Nicola Sturgeon,நிக்கோலா ஸ்டர்ஜியன்,நிக்கோலா ஸ்டர்ஜியன்,,,Nikola Fergiuson Sterdžėn,Nicola Sturgeon,Nikola Fergiuson Sterdžėn,Nicola Sturgeon,نيكولا ستارجن,نيكولا ستارجن,Nicola Sturgeon,Nicola Sturgeon,A3137055X,นิโคลา สเตอร์เจียน,นิโคลา สเตอร์เจียน,nicolasturgeon,,,妮古拉·斯特金,妮古拉·斯特金,Nicola Sturgeon
Q4679900,Adam Tomkins,Adam Tomkins,Adam Tomkins,,Adam Tomkins,,Adam Tomkins,Adam Tomkins,Adam Tomkins,Adam Tomkins,Adam Tomkins,Adam Tomkins,Adam Tomkins,politician,male,Adam,https://upload.wikimedia.org/wikipedia/commons/a/a7/Adam_Tomkins_MSP.jpg,ProfTomkins,Tomkins,8334,Adam Tomkins,Adam Tomkins,Adam Tomkins,Adam Tomkins,Adam Tomkins,,Adam Tomkins,Adam Tomkins,,Adam Tomkins,Category:Adam Tomkins,,1969-06-28,Adam Tomkins,,/m/064q5t2,,,,,,,,,,,,,,,,,,12418225,n95066027,,,0000 0000 5511 2078,,,,,,,,,,,,,,,Adam Tomkins,,,,,,Adam Tomkins,,,,,,,,,,,,,,,,,,,,,,,Adam Tomkins,,Adam Tomkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129345210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214203158,,,,,,,,,,,,,,,,,,,,,,,2012031,n2011241200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478812,Anas Sarwar,Anas Sarwar,Anas Sarwar,,Anas Sarwar,,Anas Sarwar,Anas Sarwar,,Anas Sarwar,Anas Sarwar,Anas Sarwar,,politician,male,Anas,https://upload.wikimedia.org/wikipedia/commons/e/eb/AnasSarwarMP-crop.jpg,AnasSarwar,Sarwar,1383,Anas Sarwar,Anas Sarwar,Anas Sarwar,Anas Sarwar,Anas Sarwar,,Anas Sarwar,Anas Sarwar,,Anas Sarwar,Category:Anas Sarwar,Anas Sarwar,1983-03-14,Anas Sarwar,,/m/04jjkvy,10134,,,,,,,,,,,,,,,,,9342158309870006690007,,,,,,,,,,,,http://www.anassarwar.org,,,,,,,Anas Sarwar,,,,,,Anas Sarwar,,,,,,,,,,,,,,,Anas Sarwar,,,,,,,,Anas Sarwar,,Anas Sarwar,,,,,,,,,,,,,,,,commons/anas-sarwar/3981,jvkHFQc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205251294,,,,,,,,,,,,,,,,,,,,Anas Sarwar,anas_sarwar,24738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اناس ساروار,اناس ساروار,,,,,,,,,,,
Q509808,James Dornan,James Dornan,Seumas Ó Dornáin,,James Dornan,,James Dornan,James Dornan,James Dornan,James Dornan,James Dornan,Seumas Ó Dornáin,James Dornan,politician,male,James,https://upload.wikimedia.org/wikipedia/commons/0/06/JamesDornanMSP20110507.JPG,glasgowcathcart,Dornan,7637,James Dornan,James Dornan,James Dornan,James Dornan,James Dornan,,James Dornan,James Dornan,,James Dornan,,James Dornan,1953-03-17,James Dornan,,/m/0gmcr_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Dornan,,,,,,James Dornan,,,,,,,,,,,,,,,,,,,,,,,James Dornan,,James Dornan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q511689,Wendy Alexander,Wendy Alexander,Wendy NicAlasdair,ウェンディ・アレクサンダー,Wendy Alexander,,Wendy Alexander,Wendy Alexander,,Wendy Alexander,Wendy Alexander,Wendy NicAlasdair,,politician,female,Wendy,https://upload.wikimedia.org/wikipedia/commons/6/64/Wendy_Alexander.jpg,,Alexander,,Wendy Alexander,Wendy Alexander,Wendy Alexander,Wendy Alexander,Wendy Alexander,,Wendy Alexander,Wendy Alexander,,Wendy Alexander,Category:Wendy Alexander,Wendy Alexander,1963-06-27,Wendy Alexander,,/m/02dnlf,,,,,,,,,,,,,,,,,,221556993,n88185850,,1491907,0000 0003 6042 4457,,,,,,,Wendy Alexander,,,,,,,,Wendy Alexander,,,,,,Wendy Alexander,,,,,,,,,,,,,,,,,,,,,,,Wendy Alexander,,Wendy Alexander,,,Wendy Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217868657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q512681,Joan McAlpine,Joan McAlpine,Joan McAlpine,,Joan McAlpine,,Joan McAlpine,Joan McAlpine,Joan McAlpine,Joan McAlpine,Joan McAlpine,Joan McAlpine,Joan McAlpine,politician,female,Joan,https://upload.wikimedia.org/wikipedia/commons/6/66/JoanMcAlpineMSP20120529.jpg,JoanMcAlpine,McAlpine,9139,Joan McAlpine,Joan McAlpine,Joan McAlpine,Joan McAlpine,Joan McAlpine,,Joan McAlpine,Joan McAlpine,,Joan McAlpine,,Joan McAlpine,1962-01-28,Joan McAlpine,,/m/0cz9_1h,,,,,,,,,,,,,,,,,,160019162,n96008532,,,0000 0001 0735 1020,,,,,,,,http://www.joanmcalpine.com/,,,,,,,Joan McAlpine,,,,,,Joan McAlpine,,,,,,,,,,,,,,,,,,,,,,,Joan McAlpine,,Joan McAlpine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joan McAlpine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,چوان مكالپين,چوان مكالپين,,,,,,,,,,,
Q514743,Brian Whittle,Brian Whittle,Brian Whittle,,Brian Whittle,,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,,athletics competitor,male,Brian,https://upload.wikimedia.org/wikipedia/commons/0/0e/BrianWhittleMSP.jpg,BrianWhittle,Whittle,6492,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,Brian Whittle,,Brian Whittle,,Brian Whittle,1964-04-26,Brian Whittle,,/m/0crf185,,,,,,,,,,,,,,,,,Brian Whittle,,,,,,,,,,,,Brian Whittle,,,,,,,,Brian Whittle,,,,,,Brian Whittle,,,,,,,,,,,,,,,,,,,,,,,Brian Whittle,,Brian Whittle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Whittle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Whittle,,,,,,,,,بريان وايتل,بريان وايتل,,,,,,,,,,,
Q524077,Angela Constance,Angela Constance,Angela Constance,,Angela Constance,,Angela Constance,Angela Constance,Angela Constance,Angela Constance,Angela Constance,Angela Constance,Angela Constance,politician,female,Angela,https://upload.wikimedia.org/wikipedia/commons/0/0c/AngelaConstanceMSP20110510.JPG,AConstanceSNP,Constance,8314,Angela Constance,Angela Constance,Angela Constance,Angela Constance,Angela Constance,,Angela Constance,Angela Constance,,Angela Constance,Category:Angela Constance,Angela Constance,1970-07-15,Angela Constance,,/m/0bddhn,,,,Angela Constance,安吉拉·康斯,Angela Constance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angela Constance,,,,,,Angela Constance,,,,,,,,,,,,,,,,,,,,,,,Angela Constance,,Angela Constance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q524532,Willie Coffey,Willie Coffey,Willie Coffey,,Willie Coffey,,Willie Coffey,Willie Coffey,Willie Coffey,Willie Coffey,Willie Coffey,Willie Coffey,Willie Coffey,politician,male,Willie,https://upload.wikimedia.org/wikipedia/commons/0/04/WillieCoffeyMSP20120523.jpg,williecoffeysnp,Coffey,9172,Willie Coffey,Willie Coffey,Willie Coffey,Willie Coffey,Willie Coffey,,Willie Coffey,Willie Coffey,,Willie Coffey,,Willie Coffey,1958-05-24,Willie Coffey,,/m/02qz9h3,,فيلي كوفي,فيلي كوفي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willie Coffey,,,,,,Willie Coffey,,,,,,,,,,,,,,,,,,,,,,,Willie Coffey,,Willie Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q526409,Andy Kerr,Andy Kerr,,,Andy Kerr,,Andy Kerr,Andy Kerr,,Andy Kerr,Andy Kerr (Scottish politician),,,politician,male,Andy,https://upload.wikimedia.org/wikipedia/commons/8/86/Andy_Kerr.jpg,,Kerr,,Andy Kerr (Scottish politician),Andy Kerr,Andy Kerr,Andy Kerr,Andy Kerr,,Andy Kerr,Andy Kerr,,Andy Kerr,,"Andy Kerr (Politiker, 1962)",1962-03-17,Andy Kerr,,/m/05qw8q,,أندي كير,أندي كير (سياسي بريطاني),,安迪·科尔,,,,,,,,,安迪·科爾,安迪·科尔,安迪·科尔,,,,,,,,,,,,,,,,,,,,,Andy Kerr,,,,,,Andy Kerr,,,,,,,,,,,,,,,,,,,,,,,Andy Kerr,,Andy Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540328,Clare Adamson,Clare Adamson,Clare Adamson,,Clare Adamson,,Clare Adamson,Clare Adamson,Clare Adamson,Clare Adamson,Clare Adamson,Clare Adamson,Clare Adamson,politician,female,Clare,https://upload.wikimedia.org/wikipedia/commons/f/f9/ClareAdamsonMSP20110507.JPG,ClareAdamsonSNP,Adamson,2704,Clare Adamson,Clare Adamson,Clare Adamson,Clare Adamson,Clare Adamson,,Clare Adamson,Clare Adamson,,Clare Adamson,,Clare Adamson,1967-08-01,Clare Adamson,,/m/0dd99pq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clare Adamson,,,,,,Clare Adamson,,,,,,,,,,,,,,,,,,,,,,,Clare Adamson,,Clare Adamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clare Adamson,,,,,,,,,,,,,,,,,,,,,
Q540381,Maureen Watt,Maureen Watt,Maureen Watt,,Maureen Watt,,Maureen Watt,Maureen Watt,Maureen Watt,Maureen Watt,Maureen Watt,Maureen Watt,Maureen Watt,politician,female,Maureen,https://upload.wikimedia.org/wikipedia/commons/a/ac/MaureenWatt20110507.JPG,maureenSNP,Watt,8222,Maureen Watt,Maureen Watt,Maureen Watt,Maureen Watt,Maureen Watt,,Maureen Watt,Maureen Watt,,Maureen Watt,,Maureen Watt,1951-06-23,Maureen Watt,,/m/0cqdb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maureen Watt,,,,,,Maureen Watt,,,,,,,,,,,,,,,,,,,,,,,Maureen Watt,,Maureen Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540435,Tricia Marwick,Tricia Marwick,,,Tricia Marwick,,Tricia Marwick,Tricia Marwick,Tricia Marwick,Tricia Marwick,Tricia Marwick,,Tricia Marwick,politician,female,Tricia,https://upload.wikimedia.org/wikipedia/commons/a/a2/TriciaMarwickMSP20110517.jpg,,Marwick,,Tricia Marwick,Tricia Marwick,Tricia Marwick,Tricia Marwick,Tricia Marwick,,Tricia Marwick,Tricia Marwick,,Tricia Marwick,,Tricia Marwick,1953-11-05,Tricia Marwick,,/m/03nh28,,,,,特里西婭·馬威克,,,,Tricia Marwick,,,,Tricia Marwick,,,,,,,,,,,,,,,,Tricia Marwick,,,,,,,,Tricia Marwick,,,,,,Tricia Marwick,,,,,,,,,,,,,,,,,,,,,,,Tricia Marwick,,Tricia Marwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tricia Marwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q542330,Tommy Sheridan,Tommy Sheridan,,,Tommy Sheridan,,Tommy Sheridan,Tommy Sheridan,,Tommy Sheridan,Tommy Sheridan,,,politician,male,Tommy,https://upload.wikimedia.org/wikipedia/commons/5/5d/TommySheridan2007.jpg,,Sheridan,,Tommy Sheridan,Tommy Sheridan,Tommy Sheridan,Tommy Sheridan,Tommy Sheridan,,Tommy Sheridan,Tommy Sheridan,"Шеридан, Томми",Tommy Sheridan,Category:Tommy Sheridan,Tommy Sheridan,1964-03-07,Tommy Sheridan,,/m/01_3th,,تومي شيريدان,تومي شيريدان,,,,Tommi Şeridan,Tommi Şeridan,,,,,,,,,,78039142,n96008517,,369363,0000 0000 3225 4997,,,,,,,Tommy Sheridan,,,,,,,,Tommy Sheridan,,,,,,Tommy Sheridan,,,,,,,,,,,,,,,,,,,,,,,Tommy Sheridan,,Tommy Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Tommy Sheridan,,,,,,,,,,,,,,,,,,Tommy Sheridan,,,,,,,,"Шеридан, Томми",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q544064,Rhona Brankin,Rhona Brankin,Rhona Brankin,,Rhona Brankin,,Rhona Brankin,Rhona Brankin,,Rhona Brankin,Rhona Brankin,Rhona Brankin,,politician,female,Rhona,https://upload.wikimedia.org/wikipedia/commons/c/ca/Rhona_Brankin.jpg,,Brankin,,Rhona Brankin,Rhona Brankin,Rhona Brankin,Rhona Brankin,Rhona Brankin,Rhona Brankin,Rhona Brankin,Rhona Brankin,,Rhona Brankin,Category:Rhona Brankin,Rhona Brankin,1950-01-19,Rhona Brankin,,/m/05cqpj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhona Brankin,,,,,,Rhona Brankin,,,,,,,,,,,,,,,,,,,,,,,Rhona Brankin,,Rhona Brankin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
